eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,siteNotes,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,latitude_dd,longitude_dd,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_types,hwm_qualities,marker,vertical_datums,approval,event,site,peak_summary,files,horizontal_datums,horizontal_collect_methods,vertical_collect_methods,survey_member,flag_member,Links
Louisiana August 2016,Mud,Fair: +/- 0.20 ft,,,,Nail and HWM tag,Handheld GPS,NAD83,Kelvey Merrill,Skylar McHenry,LAST.17089,"1128 HWY 43, Independence LA, 70443. Nail and HWM tab to the right of the front door.  Flagging at street.",,,LA,St. Helena Parish,,No,,15482,Tickfaw,17089,129,1,3,"27768 Ivy Springs Dr. Independence LA, 70443. Nail and HWM tab on tree to the right of the house. Flagging on nail and mailbox.",30.64901,-90.62284,9/3/2016 4:00:00 AM,,,,N/A,,6,1.7,1,,Abandoned. There is another HWM across the street that was flagged and surveyed by team that was assigned to this area.,Riverine,8/27/2016 4:00:00 AM,0,2,1602,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Kelvey Merrill,Skylar McHenry,LAST.17089,"1128 HWY 43, Independence LA, 70443. Nail and HWM tab to the right of the front door.  Flagging at street.",,,LA,St. Helena Parish,,No,,15484,Tickfaw,17089,129,5,1,"34989 HWy 43, Independence LA, 70443. Sharpie mark on the left back corner of the carport (outside wall). Flagging on mailbox.",30.63225,-90.61966,9/3/2016 4:00:00 AM,86.155,2,6,N/A,,4,1.97,1,,"Job name LA-5-09032016 
Point: LAST.17089b1/b2
Checked in @: 46BC56
GPS control in EST",Riverine,8/27/2016 4:00:00 AM,0,2,1602,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Kelvey Merrill,Skylar McHenry,LAST.17089,"1128 HWY 43, Independence LA, 70443. Nail and HWM tab to the right of the front door.  Flagging at street.",,,LA,St. Helena Parish,,No,,15490,Turkey Creek,17089,129,2,3,Nail and HWM tab on tree on east side of Turkey creek Rd (Left side of road coming from HWY 43) Before the cattle guard.,30.59902,-90.61015,9/3/2016 4:00:00 AM,74.327,2,6,N/A,,6,2.93,1,,"Job name LA-5-09032016 
Point: LAST.17089c1/c2
Checked in @: 46BC56
GPS control in EST",Riverine,8/27/2016 4:00:00 AM,0,2,1602,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Vegetation line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Caleb Miller,Laura LaPolice,LAEAS17090,Little Sandy Creek off of Hwy 959.  Point is on the West Downstream side of bridge.,,,LA,East Feliciana Parish,,No,,15472,Little Sandy Creek,17090,129,4,3,"mark is approximately 200ft west of bridge that crosses little sandy creek on hwy 959.  off the road by 30ft.  markd with nail, flagging, paint, and debris line flags, and more flagging in tree over side of road.",30.75242,-90.98714,9/3/2016 4:00:00 AM,133.845,2,6,Right,,6,2.86,1,,,Riverine,8/27/2016 4:00:00 AM,0,2,1607,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,local control point,Daniel McCay,Skylar McHenry,LALIV17092,Sharpie mark on south west corner of Black Lake club Bar. Flagged with green flagging and nail with white HWM washer.,,,LA,Livingston Parish,,No,,15473,Amite River,17092,129,5,1,Sharpie mark on south west corner of Black Lake club Bar. Flagged with green flagging and nail with white HWM washer.,30.259806,-90.651763,8/30/2016 4:00:00 AM,5.488,2,6,N/A,,6,3.9,1,,"Job name LA-5-08302016 
Point name: LALIV17092A
Checked in @: 46DE56
GPS control in EST",Riverine,8/27/2016 4:00:00 AM,0,1,1591,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Jeffrey Moss,Jeffrey Moss,LAEAS17093,Brick house on Trammell Dr across street from Twin Oaks Elementary School,,,LA,East Baton Rouge Parish,,No,,15475,Comite,17093,129,5,3,Brick house with green shutters. On front porch column closest to driveway.,30.45095,-91.03873,8/30/2016 5:00:00 AM,42.646,2,6,N/A,,4,4.31,1,,HWM elevation established using levels from the TBM.,Riverine,8/27/2016 5:00:00 AM,0,2,1595,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Other (Note in Description box),Map (digital or paper),WGS84 (from Digital Map),Ben Thepaut,Jeffrey Moss,LAEAS17094,HWM on front porch on left siding looking at residence 3020 Tall Timbers Road,,,LA,East Baton Rouge Parish,,No,,15476,Near Jones Creek trib to Amite River,17094,129,5,2,Seedline marked with sharpie left of front door on left entry siding,30.424739,-91.037701,8/30/2016 5:00:00 AM,39.02,2,6,N/A,,9,1.76,4,,"Point ID for TBM: TBM-LAEAS17094
Job Name: LA-6-08302016
HWM1 only HWM on site.",Riverine,8/27/2016 5:00:00 AM,0,4,1601,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Matthew Jennings,Daniel McCay,LALIV17095,"Residence of 32174 Patti Anne Drive, Denham Springs, LA 70726",,,LA,Livingston Parish,,No,,15477,Amite River,17095,129,5,2,"Seed line is located on the outside of the fence at residence. When looking at the house, it will be on the right side. HWM was verified by homeowner.",30.53511,-90.90195,9/2/2016 4:00:00 AM,56.86,2,6,N/A,,6,1.11,1,,"Clear weather. No GPS issues. Job Name: LA-8-09022016. Shot names: LALIV17095a & LALIV17095b.   **Redundant Shot Average: 57.180  Poor V, but clear skies and no storms. Picture of field sheet uploaded**",Riverine,8/27/2016 4:00:00 AM,1,2,1593,1591,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,Level Gun,,Marker,Handheld GPS,NAD83,Laura LaPolice,Jeffrey Moss,LAEAS17096,Single story house on left side of cedar pointe blvd.,,,LA,East Baton Rouge Parish,,No,,15478,comite,17096,129,5,3,mar located on back door of garage in back of house. seed line marked with sharpie on lower left hand side of door.,30.50665,-91.09485,9/2/2016 5:00:00 AM,55.084,2,2,N/A,,4,1.5,1,,Used TBM as origin and levels to determine elevation.,Riverine,8/26/2016 5:00:00 AM,0,2,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,local control point,Daniel McCay,Matthew Jennings,LALIV17097,Sharpie mark labled HWM and flagged with nail and HWM washer with green flagging. On NW stairs for 15080 Haynes Rd.,,,LA,Livingston Parish,,No,,15479,Amite River,17097,129,5,1,Sharpie mark labled HWM and flagged with nail and HWM washer with green flagging. On NW stairs for 15080 Haynes Rd.,30.286479,-90.707996,8/30/2016 4:00:00 AM,5.589,2,6,N/A,,6,4.26,1,,Used a level line to a bolt mounted on a tripod and held RTK on top.,Riverine,8/27/2016 4:00:00 AM,1,1,1591,1593,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,,,,Nail and HWM tag,Handheld GPS,NAD83,Caleb Miller,Laura LaPolice,LAEAS17098,17975 Pride Baywood Road.  Hose is on the South side of the road.  Mark is in the yard on live oak tree approx. 3.5' in diameter.,,,LA,East Baton Rouge Parish,,No,,15480,Taber Creek,17098,129,5,1,"Right side of driveway on a large Live Oak Tree.  Nail, with green USGS Marker, and White with Green poka dotted flagging.",30.69794,-90.94683,9/4/2016 4:00:00 AM,,,,Right,,6,1.69,1,,"ABANDONED, RTK WOULD NOT STAY INITIALIZED AT SITE LONG ENOUGH TO MAKE MEASUREMENT",Riverine,8/27/2016 4:00:00 AM,0,2,1607,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,,,,Marker,Handheld GPS,NAD83,Anna Marie Marable,Laura LaPolice,LAEAS17099,HWM(11); Garage Door on the Left of home; Marked with sharpie; Owner: Caassaundra Williams (225)-572-4281,,,LA,East Baton Rouge Parish,,No,,15481,Amite,17099,129,5,2,,30.70422,-90.86411,9/4/2016 4:00:00 AM,,,,N/A,,4,,1,,abandoned due to not being able to find the house with mark with the address or the lat long.,Riverine,8/27/2016 4:00:00 AM,0,2,1609,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Anna Marie Marable,Laura LaPolice,LAEAS17100,"HWM(12); Mark on utility shop, back left hand side; Pam Bagents 225-938-8629",,,LA,East Baton Rouge Parish,,No,,15483,Amite,17100,129,5,2,,30.64494,-90.92719,9/4/2016 4:00:00 AM,85.257,2,6,N/A,,4,2.21,1,,0LAEAS17100-A,Riverine,8/27/2016 4:00:00 AM,0,2,1609,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,,Marker,Handheld GPS,NAD83,Laura LaPolice,Jeffrey Moss,LAEAS17101,seed line on carport at 5717 Tioga st.,,,LA,East Baton Rouge Parish,,No,,15485,comite,17101,129,5,1,mark is located on left side of car port on the 2nd column on the left. Mark is marked with black sharpie.,30.50373,-91.1091,9/3/2016 5:00:00 AM,54.146,2,2,N/A,,4,2.05,1,,Used TBM and levels to determine elevation.,Riverine,8/26/2016 5:00:00 AM,0,2,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,,Marker,Handheld GPS,NAD83,Jeffrey Moss,Jeffrey Moss,LAEAS17102,Brick house on Cletus Dr across from Northdale Acadamy Magnet School.,,,LA,East Baton Rouge Parish,,No,,15486,Comite,17102,129,5,1,"Mark on right side of house, front corner. Maked with sharpie marker.",30.46835,-91.06544,9/3/2016 5:00:00 AM,48.946,2,2,N/A,,4,1.87,1,,Used TBM and levels to establish elevation.,Riverine,8/27/2016 5:00:00 AM,0,2,1595,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,local control point,Daniel McCay,Matthew Jennings,LALIV17103,Sharpie mark on center stair stringer above first platform on the front of 22105 Chinquapin Ave. Maursepass 70449 flagged with green survey tape and orange survey flaggs.,,,LA,Livingston Parish,,No,,15487,Amite River,17103,129,5,1,Sharpie mark on center stair stringer above first platform on the front of 22105 Chinquapin Ave. Maursepass 70449 flagged with green survey tape and orange survey flaggs.,30.260719,-90.715115,8/30/2016 4:00:00 AM,6.5295,2,6,N/A,,6,,1,,Used a string level to bring HWM out into the yard.,Riverine,8/27/2016 4:00:00 AM,1,1,1591,1593,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Skylar McHenry,Skylar McHenry,LALIV17104,Wearhouse/shed,,,LA,Livingston Parish,5,No,,15488,Tickfaw,17104,129,5,1,Mark on support beam on outer side of shed. Marked with HWM tag and flagging.,30.60528,-90.79951,9/1/2016 4:00:00 AM,75.946,2,6,N/A,,6,,1,,"Job name LA-5-09012016 
Point: LALIV17104a1/b1
Checked in @: 46BC34
GPS control in EST",Riverine,8/27/2016 4:00:00 AM,0,2,1590,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,,,,Nail and HWM tag,Handheld GPS,NAD83,Jaysson Funkhouser,Laura LaPolice,LAST.17105,Mark at deer camp---NO RTK SURVEY HERE,,,LA,St. Helena Parish,,No,,15489,Amite,17105,129,5,2,In Oak tree. Mark at deer camp---NO RTK SURVEY HERE,30.83075,-90.83814,9/2/2016 4:00:00 AM,,,,Left,,6,,1,,IN FIELD NOTE IT WAS NOTED THAT THERE WOULD BE NO WAY TO USE RTK AT THIS SITE.,Riverine,8/27/2016 4:00:00 AM,0,2,1585,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Arthur Day,Laura LaPolice,LAASC17106,"Sharpie mark on NW corner of St Amant Baptist Church located at 10414 Acy Rd, St Amant, LA 70774. Mark is on corner left of front door of church.",,,LA,Ascension Parish,,No,,15491,Saveiro Canal,17106,129,5,2,"Sharpie mark on NW corner of St Amant Baptist Church located at 10414 Acy Rd, St Amant, LA 70774. Mark is on corner left of front door of church.",30.223,-90.81507,8/29/2016 4:00:00 AM,8.535,2,6,N/A,,4,4.35,1,,LAASC17106-A,Riverine,8/26/2016 4:00:00 AM,1,2,1587,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Jaysson Funkhouser,Laura LaPolice,LAST.17107,Mark near church on Sandy Darling Creek,,,LA,St. Helena Parish,,No,,15492,Darling Creek,17107,129,5,2,Mark right off road in a tree about 100 feet east of bridge and about 500 feet east of church,30.86664,-90.81669,9/2/2016 4:00:00 AM,181.222,2,6,Left,,6,5,1,,LAST.17107-A,Riverine,8/27/2016 4:00:00 AM,0,2,1585,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,,,,Nail and HWM tag,Handheld GPS,NAD83,Jaysson Funkhouser,Laura LaPolice,LAST.17108,Left bank of Amite River at Hwy 10 crossing,,,LA,St. Helena Parish,,No,,15493,Amite,17108,129,5,2,"Mark in 28"" oak tree on far left side of Amite River about 11 miles east of Clinton.",30.89039,-90.83,9/2/2016 4:00:00 AM,,,,Left,,6,1.3,1,,"COULD NOT LOCATE DUE TO WRONG LAT AND LONG, POOR PICTURES AND EXTREMELY POOR SITE DESCRIPTION.",Riverine,8/27/2016 4:00:00 AM,0,2,1585,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,,,,Marker,Handheld GPS,NAD83,Laura LaPolice,Jeffrey Moss,LAEAS17109,Brick house across from Peyton Dr.,,,LA,East Baton Rouge Parish,,No,,15494,comite,17109,129,5,2,seed line on back side of first post to the right of car port. Marked with a black sharpie and lime green flagging tape.,30.51287,-91.12949,9/3/2016 5:00:00 AM,,,,N/A,,4,0.84,1,,Abandoned mark. Site is very close to Glen Oaks High School and the HWM at the school is better with better sky vis.,Riverine,8/26/2016 5:00:00 AM,0,2,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,local control point,Daniel McCay,Laura LaPolice,LALIV17110,Sharpie mark labeled HWM  on West side of self storage entry gate flagged with green flagging tape and orange flags.,,,LA,Livingston Parish,,No,,15495,Amite River,17110,129,1,2,Sharpie mark on center stair stringer above first platform on the front of 22105 Chinquapin Ave. Maursepass 70449 flagged with green survey tape and orange survey flaggs.,30.262263,-90.773012,8/28/2016 4:00:00 AM,8.175,2,6,N/A,,4,1.47,1,,LALIV17110-A,Riverine,8/27/2016 4:00:00 AM,1,1,1591,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Vegetation line,VP: > 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Caleb Miller,Laura LaPolice,LAEAS17111,"South side of Pride Baywood road, just East of the pride one stop gas station.  30ft off the road.",,,LA,East Baton Rouge Parish,,No,,15496,Sandy Creek,17111,129,4,5,"Off of Pride Baywood Road (South side) approximately 30ft.  marked with nail and flagging, tree has orange paint circle and the road has an orange arrow.",30.69389,-90.97669,9/4/2016 4:00:00 AM,103.211,2,6,Left,,6,6.3,1,,NAMED FILE LAEAS1711-A TECH MISSED THE 3RD 1 IN THE SITE NUMBER,Riverine,8/27/2016 4:00:00 AM,0,2,1607,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Skylar McHenry,Matthew Jennings,LALIV17112,Fence next to house,,,LA,Livingston Parish,5,No,,15498,Amite,17112,129,5,1,Seed line on fence inside yard. Marker place on fence on the outside of yard. Marked with HWM tag and flagging.,30.49288,-90.74634,9/1/2016 5:00:00 AM,39.683,2,6,N/A,,6,1.98,1,,Used a 4 foot level and pounded stake in to ground next to nail.,Riverine,8/26/2016 5:00:00 AM,0,2,1590,1593,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Arthur Day,Arthur Day,LAASC17113,Sharpie mark on corner of house at 8691 New River Rd. Mark is at corner of windows at porch.,,,LA,Ascension Parish,,No,,15497,New River,17113,129,5,2,Sharpie mark on corner of house at 8691 New River Rd. Mark is at corner of windows at porch.,30.19857,-90.81534,8/29/2016 4:00:00 AM,7.934,2,6,N/A,,4,4.93,1,,,Riverine,8/26/2016 4:00:00 AM,0,2,1587,1587,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Matthew Jennings,Matthew Jennings,LALIV17115,"Residence of first house on the left when entering Sharon Kay Drive, Walker LA, 70785",,,LA,Livingston Parish,,No,,15500,Amite,17115,129,5,2,"when parked on Sharon Kay Drive and looking at first house on the left, you should see a red metal shed in the backyard. Along the back of the shed is a seed line and a sharpie line indicating the crest of the flood. there is also flagging that should help you find the location.",30.56085,-90.84883,8/30/2016 4:00:00 AM,63.268,2,6,N/A,,4,1.79,1,,Strung up a line level in yard to clearer skies. Had favorable conditions for surveying.,Riverine,8/27/2016 4:00:00 AM,1,2,1593,1593,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Jaysson Funkhouser,Laura LaPolice,LAEAS17116,Mark in tree along main stem of Amite River,,,LA,East Feliciana Parish,,No,,15499,Amite,17116,129,5,1,"Nail in 6"" sweet gum on right bank of Amite about 200 feet east of driveway for 18830 Highway 10.",30.88861,-90.86133,9/2/2016 4:00:00 AM,170.352,2,6,Right,,6,7,1,,LAEAS17116-A,Riverine,8/27/2016 4:00:00 AM,0,2,1585,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Vegetation line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Kelvey Merrill,Skylar McHenry,LALIV17117,34380 Leonard Ballard Rd. Independence LA 70443. Sharpie mark on the shop  door frame--- to the right of the house at the end of the driveway.,,,LA,Livingston Parish,,No,,15506,Turkey creek,17117,129,4,1,On rear door on shop on left side of property at dead end of street,30.56646,-90.63316,9/4/2016 4:00:00 AM,63.651,2,6,N/A,,4,4.48,1,,"Job name LA-5-09042016 
Point: LiLIV17117d/e
Checked in @: 46BC56
GPS control in EST",Riverine,8/27/2016 4:00:00 AM,0,2,1602,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Caleb Miller,Laura LaPolice,LAEAS17118,"1623 Stoney Point Birch Road, White trailer beside a wooden tin roofed house with a screened in front porch (bayou style house). White shed behind trailer.",,,LA,East Baton Rouge Parish,,No,,15501,SANDY Creek,17118,129,5,1,Mark is located on the front left side of the small white shed located behind the trailer.  marker used,30.65025,-90.97369,9/4/2016 4:00:00 AM,83.485,2,6,Right,,4,1.42,1,,,Riverine,8/27/2016 4:00:00 AM,1,2,1607,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Philip Habermehl,Arthur Day,LAASC17119,RESIDENCE AT 39236 WEST LANE,,,LA,Ascension Parish,,No,,15502,AMITE (,17119,129,5,2,SOUTHWEST COLUMN  IN GROUPING OF FOUR. NEAR THE SOUTH EAST CORNER OF THE HOUSE NEAR DRIVE WAY. NEAR SUCCULENT GARDEN BED,30.3065,-90.94767,8/30/2016 4:00:00 AM,20.098,2,6,N/A,,4,0.95,1,,,Riverine,8/27/2016 4:00:00 AM,0,2,1600,1587,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Stain line,Good: +/- 0.10 ft,NAVD88,Level Gun,,Paint,Handheld GPS,NAD83,Laura LaPolice,Jeffrey Moss,LAEAS17120,light poll at the end of Evan Brook Dr.,,,LA,East Baton Rouge Parish,,No,,15503,comite,17120,129,6,2,stain line on lap post at the end of Evan Brook Dr. on the left hand side of road. Marked with white paint marker and lime green flagging tape,30.48949,-91.06644,9/4/2016 5:00:00 AM,52.628,2,2,N/A,,3,3.35,1,,Used TBM and levels to determine elevations.,Riverine,8/26/2016 5:00:00 AM,0,2,1598,1595,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Jaysson Funkhouser,Laura LaPolice,LAST.17121,Left bank at highway 37 crossing,,,LA,St. Helena Parish,,No,,15504,Amite,17121,129,5,1,on pier cap near left abutment under highway 37 crossing,30.73714,-90.8415,9/2/2016 4:00:00 AM,116.387,2,6,Left,,6,3.5,1,,,Riverine,8/27/2016 4:00:00 AM,0,2,1585,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Jaysson Funkhouser,Laura LaPolice,LAEAS17122,Right bank at the highway 37 crossing,,,LA,East Feliciana Parish,,No,,15505,Amite,17122,129,5,3,"In a 8"" sweet gum on right bank at the highway 37 crossing",30.73494,-90.8445,9/2/2016 4:00:00 AM,118.71,2,6,Right,,6,1.5,1,,,Riverine,8/27/2016 4:00:00 AM,0,2,1585,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,Level Gun,,Nail and HWM tag,Handheld GPS,NAD83,Matthew Jennings,Matthew Jennings,LALIV17123,"Across the street from 32042 Haliegh Lane, Walker LA, 70785. Fence with seed line.",,,LA,Livingston Parish,,No,,15507,Amite River,17123,129,5,3,"Across the street from 32042 Haleigh lane, Walker Louisiana, is a fence. At the very end of the fence is a seed line with a nail in usgs washer. Look for flagging.",30.53461,-90.84744,8/31/2016 4:00:00 AM,55.5525,2,2,N/A,,6,2.42,1,,Surveyed with Trimble RTK on temporary benchmark stake. Ran a set of levels to high water mark LALIV17123 and LALIV17126. Closure error was 0.000ft.,Riverine,8/27/2016 4:00:00 AM,1,2,1593,1593,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Vegetation line,Excellent: +/- 0.05 ft,,,,,Handheld GPS,NAD83,Kelvey Merrill,Skylar McHenry,LALIV17124,35005 River lane Road on the left porch support of the front porch of the house,,,LA,Livingston Parish,,No,,15508,Tickfaw,17124,129,4,1,left post of front porch of house,30.57587,-90.65349,9/4/2016 4:00:00 AM,66.324,,,N/A,,,6.3,1,,"Job name LA-5-09042016 
Point: LILIV171124a/b
Checked in @: 46BC56
GPS control in EST",Riverine,8/27/2016 4:00:00 AM,0,2,1602,1590,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Arthur Day,Laura LaPolice,LAASC17125,"Nail and HWM disc  in steps leading down to dock at Thunder Bayou Store at 11191 River Highlands Dr, St Amant, LA 70774
.",,,LA,Ascension Parish,,No,,15509,Amite River Diversion Canal,17125,129,2,3,"Nail and HWM disc  in steps leading down to dock at Thunder Bayou Store at 11191 River Highlands Dr, St Amant, LA 70774",30.22605,-90.74001,8/30/2016 4:00:00 AM,6.339,2,6,N/A,,6,0.7,1,,LAASC17125-A,Riverine,8/26/2016 4:00:00 AM,0,2,1587,1598,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
Louisiana August 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Matthew Jennings,Matthew Jennings,LALIV17126,"Residence of 32012 Haleigh Lane, Walker LA, 70785",,,LA,Livingston Parish,,No,,15510,Amite River,17126,129,5,3,"located at the residence of 32012 Haleigh Lane, Walker GA on the backdoor stairs.",30.53376,-90.48748,8/31/2016 4:00:00 AM,55.234,2,6,N/A,,6,2.45,1,,Partly cloudy conditions. Surveyed temporary benchmark for nearby site LALIV17123 since it was the only place in the neighborhood that we could get the RTK to work. Used level line to move HWM to nearby power pole. Ran a set of levels incorporating both High water marks.,Riverine,8/27/2016 4:00:00 AM,1,2,1593,1593,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,,,
